,SMILES,Formula,Autocorrelation_descriptors_vector_2d,Autocorrelation_descriptors_vector_3d,CrippenDescriptors,ExactMolWt,FractionCSP3,HallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3
11,CC1C2OC3C(CC13N)C(O)C2N,C9H16N2O2,"[2.852, 3.326, 3.417, 2.67, 1.658, 0.0, 0.0, 0.0, 2.685, 3.095, 3.078, 2.25, 1.041, 0.0, 0.0, 0.0, 2.851, 3.324, 3.414, 2.666, 1.651, 0.0, 0.0, 0.0, 2.611, 2.988, 2.929, 2.062, 0.756, 0.0, 0.0, 0.0, 2.845, 3.322, 3.414, 2.683, 1.693, 0.0, 0.0, 0.0, 3.922, 4.352, 4.205, 3.045, 1.386, 0.0, 0.0, 0.0, 0.131, 0.229, 0.286, 0.158, 0.051, 0.0, 0.0, 0.0, 0.142, 0.25, 0.335, 0.166, 0.075, 0.0, 0.0, 0.0, 0.126, 0.218, 0.272, 0.151, 0.048, 0.0, 0.0, 0.0, 0.438, 0.769, 1.012, 0.516, 0.206, 0.0, 0.0, 0.0, 0.123, 0.22, 0.293, 0.148, 0.084, 0.0, 0.0, 0.0, 3.455, 6.421, 10.233, 4.026, 1.359, 0.0, 0.0, 0.0, -0.06, -0.205, -0.048, -0.021, 0.247, 0.0, 0.0, 0.0, -0.044, -0.22, 0.017, -0.344, 0.941, 0.0, 0.0, 0.0, -0.06, -0.204, -0.052, -0.007, 0.22, 0.0, 0.0, 0.0, -0.052, -0.218, -0.004, -0.21, 0.644, 0.0, 0.0, 0.0, -0.021, -0.2, 0.019, -0.59, 1.538, 0.0, 0.0, 0.0, 0.154, -0.007, -0.369, -0.198, 0.917, 0.0, 0.0, 0.0, 0.774, 1.003, 1.062, 1.058, 1.381, 0.0, 0.0, 0.0, 0.744, 1.005, 0.971, 1.443, 0.857, 0.0, 0.0, 0.0, 0.775, 1.002, 1.066, 1.043, 1.405, 0.0, 0.0, 0.0, 0.763, 1.01, 1.004, 1.275, 1.061, 0.0, 0.0, 0.0, 0.669, 0.954, 0.942, 1.805, 0.561, 0.0, 0.0, 0.0, 0.607, 0.895, 1.434, 1.051, 0.0, 0.0, 0.0, 0.0]",0,"(-1.1908999999999983, 46.83260000000001)",184.121177752,1.0,-0.16,8.173359972682558,2.0836522922677294,0.6873381227330849
12,CC(NCC#CC#C)=C(C)C(O)=O,C10H11NO2,"[2.639, 2.83, 2.823, 2.635, 2.286, 2.159, 2.037, 1.734, 2.48, 2.581, 2.575, 2.329, 2.103, 2.005, 1.861, 1.488, 2.637, 2.827, 2.821, 2.631, 2.284, 2.158, 2.035, 1.732, 2.412, 2.484, 2.459, 2.209, 2.019, 1.933, 1.776, 1.363, 2.639, 2.819, 2.816, 2.627, 2.273, 2.13, 2.004, 1.69, 3.99, 4.218, 4.138, 4.331, 3.45, 3.584, 3.412, 3.164, 0.08, 0.159, 0.117, 0.12, 0.061, 0.055, 0.051, 0.042, 0.082, 0.142, 0.117, 0.142, 0.059, 0.047, 0.043, 0.036, 0.077, 0.153, 0.112, 0.114, 0.059, 0.053, 0.049, 0.041, 0.258, 0.475, 0.373, 0.43, 0.191, 0.161, 0.148, 0.123, 0.067, 0.103, 0.093, 0.121, 0.045, 0.032, 0.029, 0.023, 11.671, 19.419, 22.446, 29.187, 12.084, 3.012, 4.192, 3.76, -0.082, 0.241, -0.284, 0.234, -0.17, -0.132, -0.199, -0.435, -0.121, 0.105, -0.338, 0.446, -0.186, -0.091, -0.155, -0.382, -0.08, 0.246, -0.281, 0.224, -0.169, -0.133, -0.2, -0.436, -0.104, 0.167, -0.317, 0.365, -0.181, -0.111, -0.177, -0.411, -0.153, -0.054, -0.359, 0.542, -0.181, -0.028, -0.081, -0.266, -0.15, -0.23, -0.164, 0.275, -0.368, 0.033, 0.152, 0.264, 0.707, 0.667, 1.151, 0.847, 0.954, 0.969, 1.13, 1.695, 0.821, 0.851, 1.26, 0.72, 0.973, 0.818, 0.954, 1.431, 0.703, 0.661, 1.147, 0.855, 0.953, 0.973, 1.135, 1.702, 0.768, 0.764, 1.211, 0.759, 0.967, 0.894, 1.043, 1.565, 0.962, 1.096, 1.377, 0.758, 0.968, 0.563, 0.657, 0.985, 0.784, 1.145, 1.142, 0.924, 1.123, 0.631, 0.661, 0.879]",0,"(0.5911000000000002, 50.62150000000001)",177.078978592,0.3,-1.8699999999999997,11.13,5.738909797610253,4.550602853533002
13,C1CC(=NO1)N1C2CCC3OC3C12,C9H12N2O2,"[2.956, 3.114, 2.976, 2.59, 2.556, 2.171, 0.0, 0.0, 2.689, 2.846, 2.66, 2.367, 2.219, 1.733, 0.0, 0.0, 2.953, 3.112, 2.972, 2.588, 2.553, 2.168, 0.0, 0.0, 2.576, 2.73, 2.534, 2.263, 2.067, 1.52, 0.0, 0.0, 2.963, 3.134, 2.995, 2.581, 2.547, 2.091, 0.0, 0.0, 4.174, 4.177, 4.135, 3.734, 3.701, 3.409, 0.0, 0.0, 0.156, 0.174, 0.161, 0.108, 0.119, 0.136, 0.0, 0.0, 0.187, 0.217, 0.21, 0.115, 0.135, 0.104, 0.0, 0.0, 0.149, 0.165, 0.152, 0.103, 0.113, 0.132, 0.0, 0.0, 0.558, 0.629, 0.609, 0.358, 0.412, 0.375, 0.0, 0.0, 0.172, 0.222, 0.201, 0.099, 0.115, 0.06, 0.0, 0.0, 5.704, 5.973, 2.115, 2.904, 7.551, 6.314, 0.0, 0.0, -0.066, -0.178, 0.055, -0.221, -0.17, 0.198, 0.0, 0.0, -0.069, -0.163, 0.056, -0.221, -0.111, 0.057, 0.0, 0.0, -0.067, -0.177, 0.053, -0.22, -0.173, 0.205, 0.0, 0.0, -0.065, -0.177, 0.065, -0.225, -0.133, 0.111, 0.0, 0.0, -0.094, -0.091, -0.021, -0.184, -0.083, -0.014, 0.0, 0.0, 0.168, -0.373, -0.099, -0.024, -0.067, 0.072, 0.0, 0.0, 0.882, 0.918, 0.778, 1.056, 1.244, 1.658, 0.0, 0.0, 0.927, 1.005, 0.886, 1.014, 1.121, 1.256, 0.0, 0.0, 0.881, 0.913, 0.776, 1.056, 1.249, 1.67, 0.0, 0.0, 0.904, 0.971, 0.826, 1.04, 1.172, 1.45, 0.0, 0.0, 0.993, 1.05, 1.092, 0.912, 1.025, 0.732, 0.0, 0.0, 0.599, 1.111, 0.842, 0.932, 1.375, 1.64, 0.0, 0.0]",0,"(0.33419999999999983, 45.31400000000003)",180.089877624,0.8888888888888888,-0.77,6.64945670866801,2.0018161810507333,0.7708286924197657
14,CC12OC3C4CC1(NC=N)C4NC23,C9H13N3O,"[2.918, 3.362, 3.184, 2.499, 2.13, 0.773, 0.0, 0.0, 2.723, 3.124, 2.87, 2.252, 1.685, 0.564, 0.0, 0.0, 2.915, 3.36, 3.18, 2.495, 2.124, 0.77, 0.0, 0.0, 2.641, 3.024, 2.748, 2.149, 1.515, 0.486, 0.0, 0.0, 2.938, 3.386, 3.217, 2.539, 2.208, 0.829, 0.0, 0.0, 4.451, 4.763, 4.918, 4.266, 3.114, 1.099, 0.0, 0.0, 0.104, 0.178, 0.176, 0.066, 0.062, 0.007, 0.0, 0.0, 0.151, 0.26, 0.258, 0.104, 0.105, 0.013, 0.0, 0.0, 0.098, 0.168, 0.166, 0.062, 0.058, 0.006, 0.0, 0.0, 0.414, 0.711, 0.712, 0.278, 0.275, 0.032, 0.0, 0.0, 0.17, 0.296, 0.282, 0.124, 0.128, 0.017, 0.0, 0.0, 19.414, 31.592, 38.173, 15.065, 8.769, 0.533, 0.0, 0.0, -0.175, -0.188, 0.133, -0.311, 0.346, -0.608, 0.0, 0.0, -0.19, -0.141, 0.148, -0.407, 0.349, -0.931, 0.0, 0.0, -0.174, -0.189, 0.13, -0.306, 0.343, -0.591, 0.0, 0.0, -0.188, -0.165, 0.152, -0.376, 0.365, -0.816, 0.0, 0.0, -0.176, -0.075, 0.104, -0.433, 0.255, -1.082, 0.0, 0.0, 0.049, -0.349, -0.022, 0.3, -0.23, 0.262, 0.0, 0.0, 0.96, 1.087, 0.945, 1.065, 0.788, 1.185, 0.0, 0.0, 0.958, 0.989, 0.871, 1.259, 0.995, 1.97, 0.0, 0.0, 0.959, 1.09, 0.95, 1.054, 0.783, 1.148, 0.0, 0.0, 0.964, 1.034, 0.89, 1.189, 0.893, 1.672, 0.0, 0.0, 0.923, 0.888, 0.879, 1.349, 1.254, 2.445, 0.0, 0.0, 0.732, 1.179, 1.177, 0.665, 1.068, 0.227, 0.0, 0.0]",0,"(-0.546729999999999, 46.74710000000002)",179.105862036,0.8888888888888888,-0.6100000000000001,6.786432203894329,1.5255415270199302,0.395517944356307
15,CCNC1C2CC(O)C(O)CNC12,C9H18N2O2,"[2.793, 3.012, 3.144, 2.733, 2.221, 1.93, 1.54, 0.847, 2.6, 2.735, 2.836, 2.368, 1.913, 1.659, 1.232, 0.539, 2.791, 3.009, 3.14, 2.73, 2.218, 1.927, 1.538, 0.845, 2.518, 2.608, 2.716, 2.195, 1.79, 1.556, 1.068, 0.375, 2.808, 3.024, 3.144, 2.726, 2.236, 1.913, 1.486, 0.793, 4.06, 4.357, 4.419, 3.761, 3.296, 2.485, 1.609, 0.693, 0.114, 0.161, 0.235, 0.146, 0.074, 0.06, 0.045, 0.02, 0.138, 0.191, 0.255, 0.165, 0.095, 0.069, 0.04, 0.017, 0.108, 0.153, 0.224, 0.139, 0.07, 0.057, 0.043, 0.019, 0.407, 0.567, 0.783, 0.502, 0.278, 0.212, 0.134, 0.057, 0.134, 0.181, 0.231, 0.142, 0.089, 0.056, 0.026, 0.01, 7.0, 5.0, 22.0, 10.0, 8.0, 5.0, 2.0, 1.0, -0.091, -0.301, 0.259, -0.285, 0.067, 0.273, -0.723, -1.276, -0.156, -0.388, 0.272, -0.258, 0.095, 0.482, -0.592, -1.108, -0.089, -0.296, 0.259, -0.286, 0.064, 0.262, -0.726, -1.278, -0.13, -0.356, 0.269, -0.27, 0.094, 0.411, -0.664, -1.208, -0.2, -0.417, 0.27, -0.23, 0.031, 0.519, -0.349, -0.737, -0.193, -0.032, 0.114, -0.361, -0.31, -0.108, 0.361, 0.542, 0.712, 1.074, 0.699, 1.383, 0.83, 0.828, 2.211, 3.317, 0.876, 1.229, 0.685, 1.294, 0.884, 0.514, 1.675, 2.512, 0.705, 1.068, 0.7, 1.386, 0.83, 0.843, 2.227, 3.341, 0.806, 1.166, 0.689, 1.333, 0.846, 0.637, 1.933, 2.9, 1.015, 1.34, 0.688, 1.211, 1.047, 0.337, 0.976, 1.464, 0.982, 1.015, 0.829, 1.312, 1.536, 0.9, 0.083, 0.0]",0,"(-1.3219999999999994, 49.376000000000026)",186.136827816,1.0,-0.16,9.3971519262254,3.534491415192507,1.7169469658484218
16,CNC1C2C3CC4(O)CC(C23)C1C4,C11H17NO,"[2.872, 3.308, 3.205, 2.525, 1.715, 0.847, 0.0, 0.0, 2.787, 3.205, 3.053, 2.243, 1.513, 0.539, 0.0, 0.0, 2.871, 3.307, 3.204, 2.523, 1.712, 0.845, 0.0, 0.0, 2.754, 3.162, 2.989, 2.109, 1.455, 0.375, 0.0, 0.0, 2.879, 3.304, 3.21, 2.526, 1.716, 0.793, 0.0, 0.0, 4.007, 4.337, 4.324, 3.409, 2.225, 0.693, 0.0, 0.0, 0.04, 0.073, 0.076, 0.054, 0.042, 0.011, 0.0, 0.0, 0.048, 0.079, 0.087, 0.061, 0.054, 0.01, 0.0, 0.0, 0.038, 0.07, 0.072, 0.052, 0.04, 0.011, 0.0, 0.0, 0.142, 0.244, 0.262, 0.186, 0.159, 0.034, 0.0, 0.0, 0.045, 0.069, 0.081, 0.055, 0.048, 0.007, 0.0, 0.0, 5.723, 6.911, 7.292, 8.416, 4.2, 0.622, 0.0, 0.0, -0.013, -0.062, -0.156, -0.466, 1.149, -1.232, 0.0, 0.0, -0.033, -0.058, -0.188, -0.523, 1.487, -1.088, 0.0, 0.0, -0.013, -0.062, -0.154, -0.463, 1.128, -1.234, 0.0, 0.0, -0.025, -0.061, -0.177, -0.507, 1.389, -1.171, 0.0, 0.0, -0.05, -0.045, -0.197, -0.511, 1.416, -0.783, 0.0, 0.0, -0.02, 0.145, -0.132, -0.667, -0.201, 0.578, 0.0, 0.0, 0.523, 0.78, 1.013, 2.09, 0.346, 5.567, 0.0, 0.0, 0.628, 0.731, 1.101, 2.125, 0.024, 4.118, 0.0, 0.0, 0.519, 0.781, 1.01, 2.087, 0.367, 5.616, 0.0, 0.0, 0.582, 0.755, 1.064, 2.115, 0.117, 4.786, 0.0, 0.0, 0.732, 0.661, 1.174, 2.117, 0.091, 2.411, 0.0, 0.0, 0.758, 0.458, 1.145, 2.234, 1.723, 0.0, 0.0, 0.0]",0,"(0.6111999999999995, 49.09850000000002)",179.131014164,1.0,-0.08,7.243173657230877,1.8234367533928293,0.6367664499026776
17,CCC(C(C)O)C1=NNN(C)C1=N,C8H16N4O,"[2.755, 3.07, 3.07, 2.92, 2.685, 1.466, 0.0, 0.0, 2.476, 2.765, 2.765, 2.568, 2.216, 1.312, 0.0, 0.0, 2.751, 3.066, 3.066, 2.916, 2.68, 1.465, 0.0, 0.0, 2.374, 2.644, 2.644, 2.415, 2.028, 1.24, 0.0, 0.0, 2.816, 3.126, 3.126, 2.96, 2.736, 1.437, 0.0, 0.0, 4.009, 4.185, 3.983, 3.761, 3.332, 1.386, 0.0, 0.0, 0.099, 0.145, 0.145, 0.141, 0.122, 0.031, 0.0, 0.0, 0.173, 0.242, 0.242, 0.213, 0.185, 0.037, 0.0, 0.0, 0.092, 0.136, 0.136, 0.132, 0.114, 0.03, 0.0, 0.0, 0.441, 0.63, 0.63, 0.58, 0.508, 0.111, 0.0, 0.0, 0.225, 0.305, 0.305, 0.242, 0.197, 0.033, 0.0, 0.0, 6.17, 5.847, 9.125, 8.811, 10.823, 1.896, 0.0, 0.0, 0.03, -0.15, -0.15, -0.287, 0.32, -0.234, 0.0, 0.0, 0.122, -0.101, -0.101, -0.374, 0.102, 0.009, 0.0, 0.0, 0.026, -0.151, -0.151, -0.282, 0.325, -0.244, 0.0, 0.0, 0.084, -0.126, -0.126, -0.342, 0.214, -0.093, 0.0, 0.0, 0.195, -0.037, -0.037, -0.419, -0.186, 0.207, 0.0, 0.0, 0.284, -0.138, -0.112, -0.166, -0.435, 0.524, 0.0, 0.0, 0.706, 0.956, 0.956, 1.3, 0.938, 1.526, 0.0, 0.0, 0.748, 0.98, 0.98, 1.3, 1.0, 0.835, 0.0, 0.0, 0.703, 0.953, 0.953, 1.3, 0.942, 1.558, 0.0, 0.0, 0.738, 0.978, 0.978, 1.3, 0.943, 1.106, 0.0, 0.0, 0.744, 0.955, 0.955, 1.3, 1.212, 0.37, 0.0, 0.0, 0.572, 1.035, 0.9, 1.055, 1.809, 0.0, 0.0, 0.0]",0,"(0.10207000000000022, 48.12620000000002)",184.132411132,0.75,-1.1,9.984033613445378,3.740446763068521,1.8001897374950484
18,CC=CC1=CC(O)C2=C1N=NO2,C8H8N2O2,"[2.757, 3.07, 2.941, 2.658, 2.079, 1.575, 0.0, 0.0, 2.51, 2.799, 2.577, 2.281, 1.783, 1.159, 0.0, 0.0, 2.754, 3.068, 2.938, 2.654, 2.076, 1.572, 0.0, 0.0, 2.417, 2.681, 2.411, 2.123, 1.641, 0.93, 0.0, 0.0, 2.769, 3.071, 2.931, 2.668, 2.079, 1.55, 0.0, 0.0, 4.426, 4.665, 4.679, 4.399, 3.629, 2.14, 0.0, 0.0, 0.131, 0.193, 0.214, 0.131, 0.069, 0.048, 0.0, 0.0, 0.164, 0.223, 0.215, 0.167, 0.077, 0.048, 0.0, 0.0, 0.125, 0.184, 0.205, 0.124, 0.066, 0.046, 0.0, 0.0, 0.479, 0.675, 0.682, 0.49, 0.235, 0.154, 0.0, 0.0, 0.163, 0.2, 0.179, 0.153, 0.069, 0.038, 0.0, 0.0, 12.444, 18.187, 15.46, 12.726, 7.204, 4.561, 0.0, 0.0, 0.166, -0.095, -0.086, 0.039, -0.429, -1.0, 0.0, 0.0, 0.334, -0.084, -0.254, 0.096, -0.495, -1.031, 0.0, 0.0, 0.159, -0.096, -0.079, 0.035, -0.425, -0.996, 0.0, 0.0, 0.264, -0.087, -0.187, 0.084, -0.476, -1.039, 0.0, 0.0, 0.46, -0.087, -0.359, 0.045, -0.481, -0.884, 0.0, 0.0, -0.074, -0.307, 0.125, -0.234, 0.172, 0.051, 0.0, 0.0, 0.604, 0.917, 1.101, 0.928, 1.31, 2.357, 0.0, 0.0, 0.504, 0.917, 1.211, 0.914, 1.37, 2.167, 0.0, 0.0, 0.608, 0.917, 1.095, 0.931, 1.306, 2.36, 0.0, 0.0, 0.545, 0.917, 1.169, 0.905, 1.353, 2.271, 0.0, 0.0, 0.436, 0.917, 1.265, 1.022, 1.358, 1.821, 0.0, 0.0, 0.854, 1.084, 0.776, 1.299, 0.955, 1.248, 0.0, 0.0]",0,"(1.0760999999999998, 42.048800000000014)",164.058577496,0.25,-1.42,7.241016999710657,2.5654941716224733,0.8866211716057296
19,CCC12CN1C(=N)CCC2(C)C#N,C10H15N3,"[2.762, 3.1, 3.283, 2.721, 2.058, 0.859, 0.0, 0.0, 2.624, 2.963, 3.117, 2.515, 1.756, 0.454, 0.0, 0.0, 2.76, 3.098, 3.281, 2.718, 2.054, 0.853, 0.0, 0.0, 2.575, 2.919, 3.056, 2.444, 1.634, 0.33, 0.0, 0.0, 2.801, 3.141, 3.329, 2.78, 2.135, 0.981, 0.0, 0.0, 3.66, 3.715, 4.016, 3.834, 3.114, 1.946, 0.0, 0.0, 0.038, 0.062, 0.07, 0.051, 0.026, 0.016, 0.0, 0.0, 0.08, 0.13, 0.148, 0.108, 0.055, 0.035, 0.0, 0.0, 0.035, 0.057, 0.065, 0.047, 0.024, 0.015, 0.0, 0.0, 0.192, 0.313, 0.354, 0.26, 0.132, 0.083, 0.0, 0.0, 0.116, 0.188, 0.213, 0.157, 0.08, 0.05, 0.0, 0.0, 6.494, 7.07, 15.029, 12.723, 4.779, 2.889, 0.0, 0.0, -0.164, 0.127, -0.242, 0.033, -0.783, 3.333, 0.0, 0.0, -0.164, 0.127, -0.242, 0.033, -0.783, 3.333, 0.0, 0.0, -0.164, 0.127, -0.242, 0.033, -0.783, 3.333, 0.0, 0.0, -0.164, 0.127, -0.242, 0.033, -0.783, 3.333, 0.0, 0.0, -0.164, 0.127, -0.242, 0.033, -0.783, 3.333, 0.0, 0.0, 0.205, -0.03, -0.113, -0.248, -0.198, -1.63, 0.0, 0.0, 0.929, 0.65, 1.083, 1.0, 2.167, 0.0, 0.0, 0.0, 0.929, 0.65, 1.083, 1.0, 2.167, 0.0, 0.0, 0.0, 0.929, 0.65, 1.083, 1.0, 2.167, 0.0, 0.0, 0.0, 0.929, 0.65, 1.083, 1.0, 2.167, 0.0, 0.0, 0.0, 0.929, 0.65, 1.083, 1.0, 2.167, 0.0, 0.0, 0.0, 0.309, 0.438, 0.905, 1.901, 1.997, 6.51, 0.0, 0.0]",0,"(1.7517500000000001, 50.40870000000003)",177.12659748,0.8,-1.04,8.55346898338668,2.2545743378422767,0.8099387312659065
20,CC1=NC=C2N(N1)C(=N)C=C2C#C,C9H8N4,"[2.795, 3.152, 3.093, 2.793, 2.305, 1.099, 0.693, 0.0, 2.574, 2.875, 2.846, 2.57, 2.029, 1.099, 0.693, 0.0, 2.792, 3.148, 3.09, 2.79, 2.301, 1.099, 0.693, 0.0, 2.497, 2.775, 2.759, 2.485, 1.93, 1.099, 0.693, 0.0, 2.857, 3.228, 3.164, 2.852, 2.382, 1.099, 0.693, 0.0, 4.328, 4.751, 4.85, 4.199, 3.171, 1.642, 0.693, 0.0, 0.067, 0.107, 0.097, 0.063, 0.045, 0.005, 0.003, 0.0, 0.142, 0.225, 0.206, 0.133, 0.095, 0.011, 0.006, 0.0, 0.062, 0.098, 0.09, 0.058, 0.041, 0.005, 0.002, 0.0, 0.34, 0.541, 0.494, 0.32, 0.227, 0.027, 0.013, 0.0, 0.205, 0.325, 0.297, 0.192, 0.137, 0.016, 0.008, 0.0, 10.415, 19.769, 27.648, 12.261, 12.019, 1.1, 1.744, 0.0, -0.046, -0.097, 0.026, -0.381, -0.052, 0.444, 0.444, 0.0, -0.046, -0.097, 0.026, -0.381, -0.052, 0.444, 0.444, 0.0, -0.046, -0.097, 0.026, -0.381, -0.052, 0.444, 0.444, 0.0, -0.046, -0.097, 0.026, -0.381, -0.052, 0.444, 0.444, 0.0, -0.046, -0.097, 0.026, -0.381, -0.052, 0.444, 0.444, 0.0, -0.136, -0.332, 0.145, -0.008, -0.265, 0.2, 1.114, 0.0, 0.929, 1.083, 0.912, 1.238, 1.083, 0.0, 0.0, 0.0, 0.929, 1.083, 0.912, 1.238, 1.083, 0.0, 0.0, 0.0, 0.929, 1.083, 0.912, 1.238, 1.083, 0.0, 0.0, 0.0, 0.929, 1.083, 0.912, 1.238, 1.083, 0.0, 0.0, 0.0, 0.929, 1.083, 0.912, 1.238, 1.083, 0.0, 0.0, 0.0, 0.911, 1.266, 0.944, 0.795, 1.258, 0.397, 0.0, 0.0]",0,"(0.40739000000000025, 47.62740000000001)",172.074896256,0.1111111111111111,-2.02,7.619909030353873,2.489452475312453,1.018477539437475
21,CCC(O)CC=C(CC)C=NNC,C10H20N2O,"[2.641, 2.719, 2.719, 2.565, 2.577, 2.418, 1.93, 1.504, 2.469, 2.542, 2.542, 2.375, 2.371, 2.172, 1.621, 1.245, 2.639, 2.717, 2.717, 2.562, 2.575, 2.415, 1.926, 1.501, 2.407, 2.467, 2.467, 2.298, 2.281, 2.078, 1.512, 1.125, 2.671, 2.727, 2.727, 2.593, 2.587, 2.429, 1.966, 1.504, 4.094, 4.239, 4.001, 3.951, 3.574, 3.258, 2.833, 2.079, 0.06, 0.067, 0.067, 0.054, 0.062, 0.072, 0.049, 0.023, 0.096, 0.087, 0.087, 0.078, 0.08, 0.094, 0.07, 0.028, 0.057, 0.064, 0.064, 0.051, 0.059, 0.068, 0.047, 0.022, 0.255, 0.251, 0.251, 0.214, 0.231, 0.272, 0.198, 0.082, 0.119, 0.09, 0.09, 0.087, 0.082, 0.09, 0.07, 0.027, 14.069, 19.281, 19.607, 15.361, 16.168, 9.721, 8.357, 5.31, 0.066, -0.194, -0.194, -0.2, -0.276, 0.212, 0.51, -0.581, 0.187, -0.204, -0.204, -0.275, -0.295, 0.225, 0.454, -0.586, 0.062, -0.192, -0.192, -0.196, -0.274, 0.208, 0.507, -0.578, 0.135, -0.204, -0.204, -0.249, -0.293, 0.235, 0.507, -0.597, 0.299, -0.185, -0.185, -0.307, -0.271, 0.137, 0.214, -0.508, 0.034, 0.325, -0.368, 0.041, -0.406, 0.077, -0.626, -0.154, 0.629, 1.064, 1.064, 0.916, 1.258, 0.978, 0.755, 2.096, 0.649, 1.021, 1.021, 1.125, 1.207, 0.873, 0.934, 1.829, 0.628, 1.065, 1.065, 0.906, 1.259, 0.985, 0.754, 2.105, 0.644, 1.044, 1.044, 1.043, 1.234, 0.901, 0.828, 1.949, 0.646, 0.956, 0.956, 1.264, 1.13, 0.888, 1.279, 1.558, 0.884, 0.564, 1.292, 0.877, 1.337, 0.691, 1.771, 1.276]",0,"(1.6889999999999998, 56.84050000000004)",184.15756326,0.7,-0.8300000000000001,12.169999999999998,7.800346994677565,6.341772931943995
22,C1ON=C2NOC(C=CC=C1)=N2,C7H7N3O2,"[2.8, 3.019, 2.89, 2.878, 2.456, 0.0, 0.0, 0.0, 2.446, 2.595, 2.492, 2.502, 2.101, 0.0, 0.0, 0.0, 2.796, 3.014, 2.886, 2.874, 2.453, 0.0, 0.0, 0.0, 2.3, 2.411, 2.328, 2.334, 1.926, 0.0, 0.0, 0.0, 2.816, 3.057, 2.905, 2.881, 2.467, 0.0, 0.0, 0.0, 4.79, 5.069, 5.021, 4.906, 4.652, 0.0, 0.0, 0.0, 0.152, 0.189, 0.169, 0.202, 0.114, 0.0, 0.0, 0.0, 0.202, 0.256, 0.226, 0.222, 0.139, 0.0, 0.0, 0.0, 0.144, 0.179, 0.159, 0.193, 0.109, 0.0, 0.0, 0.0, 0.582, 0.72, 0.65, 0.677, 0.409, 0.0, 0.0, 0.0, 0.196, 0.28, 0.215, 0.208, 0.135, 0.0, 0.0, 0.0, 10.342, 12.195, 11.457, 12.824, 8.967, 0.0, 0.0, 0.0, 0.035, -0.132, 0.105, -0.072, -0.535, 0.0, 0.0, 0.0, 0.045, 0.06, 0.144, -0.286, -0.618, 0.0, 0.0, 0.0, 0.032, -0.138, 0.101, -0.062, -0.529, 0.0, 0.0, 0.0, 0.052, -0.03, 0.145, -0.203, -0.597, 0.0, 0.0, 0.0, -0.025, 0.275, 0.055, -0.4, -0.583, 0.0, 0.0, 0.0, -0.211, -0.145, 0.117, -0.434, 0.388, 0.0, 0.0, 0.0, 0.856, 0.994, 0.852, 1.023, 1.414, 0.0, 0.0, 0.0, 0.855, 0.872, 0.797, 1.179, 1.474, 0.0, 0.0, 0.0, 0.858, 0.998, 0.856, 1.015, 1.409, 0.0, 0.0, 0.0, 0.846, 0.928, 0.805, 1.122, 1.463, 0.0, 0.0, 0.0, 0.918, 0.74, 0.865, 1.24, 1.418, 0.0, 0.0, 0.0, 1.166, 1.014, 0.714, 1.339, 0.652, 0.0, 0.0, 0.0]",0,"(0.3333, 43.3227)",165.053826464,0.14285714285714285,-1.7799999999999996,6.90123830313198,3.080884117573751,1.4450401647869147
23,CC1CC2CN=C(NO)C12CCN,C9H17N3O,"[2.786, 3.061, 3.145, 2.979, 2.417, 0.938, 0.0, 0.0, 2.608, 2.908, 2.908, 2.634, 1.882, 0.433, 0.0, 0.0, 2.784, 3.059, 3.142, 2.975, 2.412, 0.932, 0.0, 0.0, 2.548, 2.853, 2.818, 2.47, 1.613, 0.25, 0.0, 0.0, 2.817, 3.093, 3.182, 3.004, 2.471, 0.94, 0.0, 0.0, 3.705, 4.089, 4.167, 3.629, 2.708, 0.693, 0.0, 0.0, 0.091, 0.107, 0.138, 0.137, 0.092, 0.027, 0.0, 0.0, 0.14, 0.173, 0.213, 0.191, 0.141, 0.034, 0.0, 0.0, 0.085, 0.101, 0.13, 0.13, 0.087, 0.026, 0.0, 0.0, 0.378, 0.456, 0.575, 0.534, 0.377, 0.103, 0.0, 0.0, 0.158, 0.213, 0.244, 0.208, 0.169, 0.026, 0.0, 0.0, 5.646, 9.973, 12.655, 12.32, 5.998, 0.47, 0.0, 0.0, 0.252, 0.099, -0.006, -0.607, -0.581, 2.548, 0.0, 0.0, 0.195, 0.147, -0.087, -0.649, -0.299, 2.482, 0.0, 0.0, 0.252, 0.097, -0.003, -0.602, -0.589, 2.523, 0.0, 0.0, 0.229, 0.129, -0.05, -0.647, -0.432, 2.647, 0.0, 0.0, 0.087, 0.176, -0.167, -0.597, 0.022, 1.642, 0.0, 0.0, -0.178, 0.211, -0.142, -0.33, -0.035, 0.373, 0.0, 0.0, 0.423, 0.498, 0.769, 1.772, 2.214, 1.174, 0.0, 0.0, 0.567, 0.559, 0.928, 1.669, 1.765, 0.063, 0.0, 0.0, 0.418, 0.495, 0.762, 1.775, 2.232, 1.255, 0.0, 0.0, 0.502, 0.538, 0.863, 1.72, 1.953, 0.346, 0.0, 0.0, 0.712, 0.581, 1.051, 1.54, 1.393, 0.191, 0.0, 0.0, 1.0, 0.5, 1.253, 1.383, 0.915, 0.0, 0.0, 0.0]",0,"(0.36849999999999994, 50.599600000000024)",183.137162164,0.8888888888888888,-0.6100000000000001,8.96515082928919,2.9574701342458645,0.9572668344974766
